1405,"Moccia",1,
1406,"Bocci",1,
1407,"Ditto",1,
1408,"Turri",1,
1409,"Barrasso",1,
1412,"Foresta",1,
1413,"Cappello",1,
1415,"Soyer",5,
1417,"Chappelle",5,
1418,"Cochet",5,
1419,"Genest",5,
1421,"Levasseur",5,
1422,"Trintignant",5,
1423,"Bouthillier",5,
1424,"Allemand",5,
1427,"Beaumont",5,
1428,"Loup",5,
1430,"LaRue",5,
1431,"Ancel",5,
1432,"Blanchard",5,
1433,"Gagnon",5,
1434,"Bachelet",5,
1435,"Halphen",5,
1436,"Guilbert",5,
1437,"Thibault",5,
1438,"Azaïs",5,
1439,"Beaulieu",5,
1440,"Mace",5,
1441,"Aubert",5,
1442,"Gérard",5,
1445,"Beauvais",5,
1446,"Genet",5,
1447,"Flandin",5,
1449,"Bardin",5,
1450,"Duchamp",5,
1451,"Chardin",5,
1454,"Saunier",5,
1456,"Vaugeois",5,
1457,"Pélissier",5,
1458,"Desmarais",5,
1461,"Bourguignon",5,
1462,"Berthelot",5,
1463,"Blanchet",5,
1464,"Dujardin",5,
1469,"Jacquier",5,
1470,"Féret",5,
1472,"Côté",5,
1473,"Boutroux",5,
1475,"Valluy",5,
1476,"Belyea",5,
1477,"Lefrançois",5,
1482,"Ponce",5,
1483,"Beauregard",5,
1486,"Allaire",5,
1487,"Boudier",5,
1488,"Brasseur",5,
1489,"Chagnon",5,
1491,"Bechard",5,
1492,"Bourdon",5,
1494,"Girardot",5,
1498,"Regnard",5,
1501,"Badeaux",5,
1502,"Coulomb",5,
1503,"Courbis",5,
1504,"Bourcier",5,
1506,"Dior",5,
1507,"Périer",5,
1509,"Grosjean",5,
1511,"Gallois",5,
1513,"Boudreaux",5,
1514,"Carboni",1,
1515,"Episcopo",1,
1516,"Chimento",1,
1517,"De Grande",1,
1518,"Lanese",1,
1519,"Troncone",1,
1520,"Chiumento",1,
1521,"Guarnera",1,
1522,"Carello",1,
1523,"Cerullo",1,
1524,"Achille",1,
1525,"Buccheri",1,
1526,"Calise",1,
1527,"Cresci",1,
1528,"Bolio",1,
1529,"Pacione",1,
1530,"Paone",1,
1531,"Cifelli",1,
1532,"Tarulli",1,
1533,"Piccirillo",1,
1534,"Ciccone",1,
1535,"Bellizzi",1,
1536,"Vadala",1,
1538,"Benvenuto",1,
1539,"Paci",1,
1540,"Medaglia",1,
1541,"Pacitti",1,
